"Global","Level","Address","Size","Field Type","Field Name","Elt Type","Comment"
"ui","3","0x965d19a","0x2","int16_t","ui.tasks[SURGEON]","",""
"ui","3","0x965d19c","0x2","int16_t","ui.tasks[MERCHANT]","",""
"ui","3","0x965d19e","0x2","int16_t","ui.tasks[HAMMERMAN]","",""
"ui","3","0x965d1a0","0x2","int16_t","ui.tasks[MASTER_HAMMERMAN]","",""
"ui","3","0x965d1a2","0x2","int16_t","ui.tasks[SPEARMAN]","",""
"ui","3","0x965d1a4","0x2","int16_t","ui.tasks[MASTER_SPEARMAN]","",""
"ui","3","0x965d1a6","0x2","int16_t","ui.tasks[CROSSBOWMAN]","",""
"ui","3","0x965d1a8","0x2","int16_t","ui.tasks[MASTER_CROSSBOWMAN]","",""
"ui","3","0x965d1aa","0x2","int16_t","ui.tasks[WRESTLER]","",""
"ui","3","0x965d1ac","0x2","int16_t","ui.tasks[MASTER_WRESTLER]","",""
"ui","3","0x965d1ae","0x2","int16_t","ui.tasks[AXEMAN]","",""
"ui","3","0x965d1b0","0x2","int16_t","ui.tasks[MASTER_AXEMAN]","",""
"ui","3","0x965d1b2","0x2","int16_t","ui.tasks[SWORDSMAN]","",""
"ui","3","0x965d1b4","0x2","int16_t","ui.tasks[MASTER_SWORDSMAN]","",""
"ui","3","0x965d1b6","0x2","int16_t","ui.tasks[MACEMAN]","",""
"ui","3","0x965d1b8","0x2","int16_t","ui.tasks[MASTER_MACEMAN]","",""
"ui","3","0x965d1ba","0x2","int16_t","ui.tasks[PIKEMAN]","",""
"ui","3","0x965d1bc","0x2","int16_t","ui.tasks[MASTER_PIKEMAN]","",""
"ui","3","0x965d1be","0x2","int16_t","ui.tasks[BOWMAN]","",""
"ui","3","0x965d1c0","0x2","int16_t","ui.tasks[MASTER_BOWMAN]","",""
"ui","3","0x965d1c2","0x2","int16_t","ui.tasks[BLOWGUNMAN]","",""
"ui","3","0x965d1c4","0x2","int16_t","ui.tasks[MASTER_BLOWGUNMAN]","",""
"ui","3","0x965d1c6","0x2","int16_t","ui.tasks[LASHER]","",""
"ui","3","0x965d1c8","0x2","int16_t","ui.tasks[MASTER_LASHER]","",""
"ui","3","0x965d1ca","0x2","int16_t","ui.tasks[RECRUIT]","",""
"ui","3","0x965d1cc","0x2","int16_t","ui.tasks[TRAINED_HUNTER]","",""
"ui","3","0x965d1ce","0x2","int16_t","ui.tasks[TRAINED_WAR]","",""
"ui","3","0x965d1d0","0x2","int16_t","ui.tasks[MASTER_THIEF]","",""
"ui","3","0x965d1d2","0x2","int16_t","ui.tasks[THIEF]","",""
"ui","3","0x965d1d4","0x2","int16_t","ui.tasks[STANDARD]","",""
"ui","3","0x965d1d6","0x2","int16_t","ui.tasks[CHILD]","",""
"ui","3","0x965d1d8","0x2","int16_t","ui.tasks[BABY]","",""
"ui","3","0x965d1da","0x2","int16_t","ui.tasks[DRUNK]","",""
"ui","3","0x965d1dc","0x2","int16_t","ui.tasks[106]","",""
"ui","3","0x965d1de","0x2","int16_t","ui.tasks[107]","",""
"ui","3","0x965d1e0","0x2","int16_t","ui.tasks[108]","",""
"ui","3","0x965d1e2","0x2","int16_t","ui.tasks[109]","",""
"ui","3","0x965d1e4","0x2","int16_t","ui.tasks[110]","",""
"ui","3","0x965d1e6","0x2","int16_t","ui.tasks[111]","",""
"ui","3","0x965d1e8","0x2","int16_t","ui.tasks[112]","",""
"ui","3","0x965d1ea","0x2","int16_t","ui.tasks[113]","",""
"ui","3","0x965d1ec","0x2","int16_t","ui.tasks[114]","",""
"ui","3","0x965d1ee","0x2","int16_t","ui.tasks[115]","",""
"ui","3","0x965d1f0","0x2","int16_t","ui.tasks[116]","",""
"ui","3","0x965d1f2","0x2","int16_t","ui.tasks[117]","",""
"ui","3","0x965d1f4","0x2","int16_t","ui.tasks[118]","",""
"ui","3","0x965d1f6","0x2","int16_t","ui.tasks[119]","",""
"ui","3","0x965d1f8","0x2","int16_t","ui.tasks[120]","",""
"ui","3","0x965d1fa","0x2","int16_t","ui.tasks[121]","",""
"ui","3","0x965d1fc","0x2","int16_t","ui.tasks[122]","",""
"ui","3","0x965d1fe","0x2","int16_t","ui.tasks[123]","",""
"ui","3","0x965d200","0x2","int16_t","ui.tasks[124]","",""
"ui","3","0x965d202","0x2","int16_t","ui.tasks[125]","",""
"ui","3","0x965d204","0x2","int16_t","ui.tasks[126]","",""
"ui","3","0x965d206","0x2","int16_t","ui.tasks[127]","",""
"ui","3","0x965d208","0x2","int16_t","ui.tasks[128]","",""
"ui","3","0x965d20a","0x2","int16_t","ui.tasks[129]","",""
"ui","3","0x965d20c","0x2","int16_t","ui.tasks[130]","",""
"ui","3","0x965d20e","0x2","int16_t","ui.tasks[131]","",""
"ui","3","0x965d210","0x2","int16_t","ui.tasks[132]","",""
"ui","3","0x965d212","0x2","int16_t","ui.tasks[133]","",""
"ui","3","0x965d214","0x2","int16_t","ui.tasks[134]","",""
"ui","3","0x965d216","0x2","int16_t","ui.tasks[135]","",""
"ui","3","0x965d218","0x2","int16_t","ui.tasks[136]","",""
"ui","3","0x965d21a","0x2","int16_t","ui.tasks[137]","",""
"ui","3","0x965d21c","0x2","int16_t","ui.tasks[138]","",""
"ui","3","0x965d21e","0x2","int16_t","ui.tasks[139]","",""
"ui","3","0x965d220","0x2","int16_t","ui.tasks[140]","",""
"ui","3","0x965d222","0x2","int16_t","ui.tasks[141]","",""
"ui","3","0x965d224","0x2","int16_t","ui.tasks[142]","",""
"ui","3","0x965d226","0x2","int16_t","ui.tasks[143]","",""
"ui","3","0x965d228","0x2","int16_t","ui.tasks[144]","",""
"ui","3","0x965d22a","0x2","int16_t","ui.tasks[145]","",""
"ui","3","0x965d22c","0x2","int16_t","ui.tasks[146]","",""
"ui","3","0x965d22e","0x2","int16_t","ui.tasks[147]","",""
"ui","3","0x965d230","0x2","int16_t","ui.tasks[148]","",""
"ui","3","0x965d232","0x2","int16_t","ui.tasks[149]","",""
"ui","3","0x965d234","0x2","int16_t","ui.tasks[150]","",""
"ui","3","0x965d236","0x2","int16_t","ui.tasks[151]","",""
"ui","2","0x965d238","0x2","int16_t","ui.tasks","",""
"ui","2","0x965d23a","0x2","int16_t","ui.tasks","",""
"ui","2","0x965d23c","0x2","int16_t","ui.tasks","",""
"ui","2","0x965d23e","0x2","int16_t","ui.tasks","",""
"ui","2","0x965d240","0x2","int16_t","ui.tasks","",""
"ui","2","0x965d242","0x2","int16_t","ui.tasks","",""
"ui","2","0x965d244","0x2","int16_t","ui.tasks","",""
"ui","2","0x965d248","0x4","int32_t","ui.tasks","",""
"ui","2","0x965d24c","0x1c0","static-array","ui.tasks","int32_t",""
"ui","3","0x965d24c","0x4","int32_t","ui.tasks[BAR]","",""
"ui","3","0x965d250","0x4","int32_t","ui.tasks[SMALLGEM]","",""
"ui","3","0x965d254","0x4","int32_t","ui.tasks[BLOCKS]","",""
"ui","3","0x965d258","0x4","int32_t","ui.tasks[ROUGH]","",""
"ui","3","0x965d25c","0x4","int32_t","ui.tasks[BOULDER]","",""
"ui","3","0x965d260","0x4","int32_t","ui.tasks[WOOD]","",""
"ui","3","0x965d264","0x4","int32_t","ui.tasks[DOOR]","",""
"ui","3","0x965d268","0x4","int32_t","ui.tasks[FLOODGATE]","",""
"ui","3","0x965d26c","0x4","int32_t","ui.tasks[BED]","",""
"ui","3","0x965d270","0x4","int32_t","ui.tasks[CHAIR]","",""
"ui","3","0x965d274","0x4","int32_t","ui.tasks[CHAIN]","",""
"ui","3","0x965d278","0x4","int32_t","ui.tasks[FLASK]","",""
"ui","3","0x965d27c","0x4","int32_t","ui.tasks[GOBLET]","",""
"ui","3","0x965d280","0x4","int32_t","ui.tasks[INSTRUMENT]","",""
"ui","3","0x965d284","0x4","int32_t","ui.tasks[TOY]","",""
"ui","3","0x965d288","0x4","int32_t","ui.tasks[WINDOW]","",""
"ui","3","0x965d28c","0x4","int32_t","ui.tasks[CAGE]","",""
"ui","3","0x965d290","0x4","int32_t","ui.tasks[BARREL]","",""
"ui","3","0x965d294","0x4","int32_t","ui.tasks[BUCKET]","",""
"ui","3","0x965d298","0x4","int32_t","ui.tasks[ANIMALTRAP]","",""
"ui","3","0x965d29c","0x4","int32_t","ui.tasks[TABLE]","",""
"ui","3","0x965d2a0","0x4","int32_t","ui.tasks[COFFIN]","",""
"ui","3","0x965d2a4","0x4","int32_t","ui.tasks[STATUE]","",""
"ui","3","0x965d2a8","0x4","int32_t","ui.tasks[CORPSE]","",""
"ui","3","0x965d2ac","0x4","int32_t","ui.tasks[WEAPON]","",""
"ui","3","0x965d2b0","0x4","int32_t","ui.tasks[ARMOR]","",""
"ui","3","0x965d2b4","0x4","int32_t","ui.tasks[SHOES]","",""
"ui","3","0x965d2b8","0x4","int32_t","ui.tasks[SHIELD]","",""
"ui","3","0x965d2bc","0x4","int32_t","ui.tasks[HELM]","",""
"ui","3","0x965d2c0","0x4","int32_t","ui.tasks[GLOVES]","",""
"ui","3","0x965d2c4","0x4","int32_t","ui.tasks[BOX]","",""
"ui","3","0x965d2c8","0x4","int32_t","ui.tasks[BIN]","",""
"ui","3","0x965d2cc","0x4","int32_t","ui.tasks[ARMORSTAND]","",""
"ui","3","0x965d2d0","0x4","int32_t","ui.tasks[WEAPONRACK]","",""
"ui","3","0x965d2d4","0x4","int32_t","ui.tasks[CABINET]","",""
"ui","3","0x965d2d8","0x4","int32_t","ui.tasks[FIGURINE]","",""
"ui","3","0x965d2dc","0x4","int32_t","ui.tasks[AMULET]","",""
"ui","3","0x965d2e0","0x4","int32_t","ui.tasks[SCEPTER]","",""
"ui","3","0x965d2e4","0x4","int32_t","ui.tasks[AMMO]","",""
"ui","3","0x965d2e8","0x4","int32_t","ui.tasks[CROWN]","",""
"ui","3","0x965d2ec","0x4","int32_t","ui.tasks[RING]","",""
"ui","3","0x965d2f0","0x4","int32_t","ui.tasks[EARRING]","",""
"ui","3","0x965d2f4","0x4","int32_t","ui.tasks[BRACELET]","",""
"ui","3","0x965d2f8","0x4","int32_t","ui.tasks[GEM]","",""
"ui","3","0x965d2fc","0x4","int32_t","ui.tasks[ANVIL]","",""
"ui","3","0x965d300","0x4","int32_t","ui.tasks[CORPSEPIECE]","",""
"ui","3","0x965d304","0x4","int32_t","ui.tasks[REMAINS]","",""
"ui","3","0x965d308","0x4","int32_t","ui.tasks[MEAT]","",""
"ui","3","0x965d30c","0x4","int32_t","ui.tasks[FISH]","",""
"ui","3","0x965d310","0x4","int32_t","ui.tasks[FISH_RAW]","",""
"ui","3","0x965d314","0x4","int32_t","ui.tasks[VERMIN]","",""
"ui","3","0x965d318","0x4","int32_t","ui.tasks[PET]","",""
"ui","3","0x965d31c","0x4","int32_t","ui.tasks[SEEDS]","",""
"ui","3","0x965d320","0x4","int32_t","ui.tasks[PLANT]","",""
"ui","3","0x965d324","0x4","int32_t","ui.tasks[SKIN_TANNED]","",""
"ui","3","0x965d328","0x4","int32_t","ui.tasks[LEAVES]","",""
"ui","3","0x965d32c","0x4","int32_t","ui.tasks[THREAD]","",""
"ui","3","0x965d330","0x4","int32_t","ui.tasks[CLOTH]","",""
"ui","3","0x965d334","0x4","int32_t","ui.tasks[TOTEM]","",""
"ui","3","0x965d338","0x4","int32_t","ui.tasks[PANTS]","",""
"ui","3","0x965d33c","0x4","int32_t","ui.tasks[BACKPACK]","",""
"ui","3","0x965d340","0x4","int32_t","ui.tasks[QUIVER]","",""
"ui","3","0x965d344","0x4","int32_t","ui.tasks[CATAPULTPARTS]","",""
"ui","3","0x965d348","0x4","int32_t","ui.tasks[BALLISTAPARTS]","",""
"ui","3","0x965d34c","0x4","int32_t","ui.tasks[SIEGEAMMO]","",""
"ui","3","0x965d350","0x4","int32_t","ui.tasks[BALLISTAARROWHEAD]","",""
"ui","3","0x965d354","0x4","int32_t","ui.tasks[TRAPPARTS]","",""
"ui","3","0x965d358","0x4","int32_t","ui.tasks[TRAPCOMP]","",""
"ui","3","0x965d35c","0x4","int32_t","ui.tasks[DRINK]","",""
"ui","3","0x965d360","0x4","int32_t","ui.tasks[POWDER_MISC]","",""
"ui","3","0x965d364","0x4","int32_t","ui.tasks[CHEESE]","",""
"ui","3","0x965d368","0x4","int32_t","ui.tasks[FOOD]","",""
"ui","3","0x965d36c","0x4","int32_t","ui.tasks[LIQUID_MISC]","",""
"ui","3","0x965d370","0x4","int32_t","ui.tasks[COIN]","",""
"ui","3","0x965d374","0x4","int32_t","ui.tasks[GLOB]","",""
"ui","3","0x965d378","0x4","int32_t","ui.tasks[ROCK]","",""
"ui","3","0x965d37c","0x4","int32_t","ui.tasks[PIPE_SECTION]","",""
"ui","3","0x965d380","0x4","int32_t","ui.tasks[HATCH_COVER]","",""
"ui","3","0x965d384","0x4","int32_t","ui.tasks[GRATE]","",""
"ui","3","0x965d388","0x4","int32_t","ui.tasks[QUERN]","",""
"ui","3","0x965d38c","0x4","int32_t","ui.tasks[MILLSTONE]","",""
"ui","3","0x965d390","0x4","int32_t","ui.tasks[SPLINT]","",""
"ui","3","0x965d394","0x4","int32_t","ui.tasks[CRUTCH]","",""
"ui","3","0x965d398","0x4","int32_t","ui.tasks[TRACTION_BENCH]","",""
"ui","3","0x965d39c","0x4","int32_t","ui.tasks[ORTHOPEDIC_CAST]","",""
"ui","3","0x965d3a0","0x4","int32_t","ui.tasks[TOOL]","",""
"ui","3","0x965d3a4","0x4","int32_t","ui.tasks[SLAB]","",""
"ui","3","0x965d3a8","0x4","int32_t","ui.tasks[EGG]","",""
"ui","3","0x965d3ac","0x4","int32_t","ui.tasks[BOOK]","",""
"ui","3","0x965d3b0","0x4","int32_t","ui.tasks[89]","",""
"ui","3","0x965d3b4","0x4","int32_t","ui.tasks[90]","",""
"ui","3","0x965d3b8","0x4","int32_t","ui.tasks[91]","",""
"ui","3","0x965d3bc","0x4","int32_t","ui.tasks[92]","",""
"ui","3","0x965d3c0","0x4","int32_t","ui.tasks[93]","",""
"ui","3","0x965d3c4","0x4","int32_t","ui.tasks[94]","",""
"ui","3","0x965d3c8","0x4","int32_t","ui.tasks[95]","",""
"ui","3","0x965d3cc","0x4","int32_t","ui.tasks[96]","",""
"ui","3","0x965d3d0","0x4","int32_t","ui.tasks[97]","",""
"ui","3","0x965d3d4","0x4","int32_t","ui.tasks[98]","",""
"ui","3","0x965d3d8","0x4","int32_t","ui.tasks[99]","",""
"ui","3","0x965d3dc","0x4","int32_t","ui.tasks[100]","",""
"ui","3","0x965d3e0","0x4","int32_t","ui.tasks[101]","",""
"ui","3","0x965d3e4","0x4","int32_t","ui.tasks[102]","",""
"ui","3","0x965d3e8","0x4","int32_t","ui.tasks[103]","",""
"ui","3","0x965d3ec","0x4","int32_t","ui.tasks[104]","",""
"ui","3","0x965d3f0","0x4","int32_t","ui.tasks[105]","",""
"ui","3","0x965d3f4","0x4","int32_t","ui.tasks[106]","",""
"ui","3","0x965d3f8","0x4","int32_t","ui.tasks[107]","",""
"ui","3","0x965d3fc","0x4","int32_t","ui.tasks[108]","",""
"ui","3","0x965d400","0x4","int32_t","ui.tasks[109]","",""
"ui","3","0x965d404","0x4","int32_t","ui.tasks[110]","",""
"ui","3","0x965d408","0x4","int32_t","ui.tasks[111]","",""
"ui","2","0x965d40c","0xc","stl-vector","ui.tasks.unk530","int32_t",""
"ui","2","0x965d418","0x2c","compound","ui.tasks.wealth","",""
"ui","3","0x965d418","0x4","int32_t","ui.tasks.wealth.total","",""
"ui","3","0x965d41c","0x4","int32_t","ui.tasks.wealth.weapons","",""
"ui","3","0x965d420","0x4","int32_t","ui.tasks.wealth.armor","",""
"ui","3","0x965d424","0x4","int32_t","ui.tasks.wealth.furniture","",""
"ui","3","0x965d428","0x4","int32_t","ui.tasks.wealth.other","",""
"ui","3","0x965d42c","0x4","int32_t","ui.tasks.wealth.architecture","",""
"ui","3","0x965d430","0x4","int32_t","ui.tasks.wealth.displayed","",""
"ui","3","0x965d434","0x4","int32_t","ui.tasks.wealth.held","",""
"ui","3","0x965d438","0x4","int32_t","ui.tasks.wealth.imported","",""
"ui","3","0x965d43c","0x4","int32_t","ui.tasks.wealth","",""
"ui","3","0x965d440","0x4","int32_t","ui.tasks.wealth.exported","",""
"ui","2","0x965d444","0x1c70","static-array","ui.tasks","ui::anon2",""
"ui","3","0x965d444","0x410","static-array","ui.tasks[0]","int32_t",""
"ui","4","0x965d444","0x4","int32_t","ui.tasks[0][CarveFortification]","",""
"ui","4","0x965d448","0x4","int32_t","ui.tasks[0][DetailWall]","",""
"ui","4","0x965d44c","0x4","int32_t","ui.tasks[0][DetailFloor]","",""
"ui","4","0x965d450","0x4","int32_t","ui.tasks[0][Dig]","",""
"ui","4","0x965d454","0x4","int32_t","ui.tasks[0][CarveUpwardStaircase]","",""
"ui","4","0x965d458","0x4","int32_t","ui.tasks[0][CarveDownwardStaircase]","",""
"ui","4","0x965d45c","0x4","int32_t","ui.tasks[0][CarveUpDownStaircase]","",""
"ui","4","0x965d460","0x4","int32_t","ui.tasks[0][CarveRamp]","",""
"ui","4","0x965d464","0x4","int32_t","ui.tasks[0][DigChannel]","",""
"ui","4","0x965d468","0x4","int32_t","ui.tasks[0][FellTree]","",""
"ui","4","0x965d46c","0x4","int32_t","ui.tasks[0][GatherPlants]","",""
"ui","4","0x965d470","0x4","int32_t","ui.tasks[0][RemoveConstruction]","",""
"ui","4","0x965d474","0x4","int32_t","ui.tasks[0][CollectWebs]","",""
"ui","4","0x965d478","0x4","int32_t","ui.tasks[0][BringItemToDepot]","",""
"ui","4","0x965d47c","0x4","int32_t","ui.tasks[0][BringItemToShop]","",""
"ui","4","0x965d480","0x4","int32_t","ui.tasks[0][Eat]","",""
"ui","4","0x965d484","0x4","int32_t","ui.tasks[0][GetProvisions]","",""
"ui","4","0x965d488","0x4","int32_t","ui.tasks[0][Drink]","",""
"ui","4","0x965d48c","0x4","int32_t","ui.tasks[0][Drink2]","",""
"ui","4","0x965d490","0x4","int32_t","ui.tasks[0][FillWaterskin]","",""
"ui","4","0x965d494","0x4","int32_t","ui.tasks[0][FillWaterskin2]","",""
"ui","4","0x965d498","0x4","int32_t","ui.tasks[0][Sleep]","",""
"ui","4","0x965d49c","0x4","int32_t","ui.tasks[0][CollectSand]","",""
"ui","4","0x965d4a0","0x4","int32_t","ui.tasks[0][Fish]","",""
"ui","4","0x965d4a4","0x4","int32_t","ui.tasks[0][Hunt]","",""
"ui","4","0x965d4a8","0x4","int32_t","ui.tasks[0][HuntVermin]","",""
"ui","4","0x965d4ac","0x4","int32_t","ui.tasks[0][Kidnap]","",""
"ui","4","0x965d4b0","0x4","int32_t","ui.tasks[0][BeatCriminal]","",""
"ui","4","0x965d4b4","0x4","int32_t","ui.tasks[0][StartingFistFight]","",""
"ui","4","0x965d4b8","0x4","int32_t","ui.tasks[0][CollectTaxes]","",""
"ui","4","0x965d4bc","0x4","int32_t","ui.tasks[0][GuardTaxCollector]","",""
"ui","4","0x965d4c0","0x4","int32_t","ui.tasks[0][CatchLiveLandAnimal]","",""
"ui","4","0x965d4c4","0x4","int32_t","ui.tasks[0][CatchLiveFish]","",""
"ui","4","0x965d4c8","0x4","int32_t","ui.tasks[0][ReturnKill]","",""
"ui","4","0x965d4cc","0x4","int32_t","ui.tasks[0][CheckChest]","",""
"ui","4","0x965d4d0","0x4","int32_t","ui.tasks[0][StoreOwnedItem]","",""
"ui","4","0x965d4d4","0x4","int32_t","ui.tasks[0][PlaceItemInTomb]","",""
"ui","4","0x965d4d8","0x4","int32_t","ui.tasks[0][StoreItemInStockpile]","",""
"ui","4","0x965d4dc","0x4","int32_t","ui.tasks[0][StoreItemInBag]","",""
"ui","4","0x965d4e0","0x4","int32_t","ui.tasks[0][StoreItemInHospital]","",""
"ui","4","0x965d4e4","0x4","int32_t","ui.tasks[0][StoreItemInChest]","",""
"ui","4","0x965d4e8","0x4","int32_t","ui.tasks[0][StoreItemInCabinet]","",""
"ui","4","0x965d4ec","0x4","int32_t","ui.tasks[0][StoreWeapon]","",""
"ui","4","0x965d4f0","0x4","int32_t","ui.tasks[0][StoreArmor]","",""
"ui","4","0x965d4f4","0x4","int32_t","ui.tasks[0][StoreItemInBarrel]","",""
"ui","4","0x965d4f8","0x4","int32_t","ui.tasks[0][StoreItemInBin]","",""
"ui","4","0x965d4fc","0x4","int32_t","ui.tasks[0][SeekArtifact]","",""
"ui","4","0x965d500","0x4","int32_t","ui.tasks[0][SeekInfant]","",""
"ui","4","0x965d504","0x4","int32_t","ui.tasks[0][AttendParty]","",""
"ui","4","0x965d508","0x4","int32_t","ui.tasks[0][GoShopping]","",""
"ui","4","0x965d50c","0x4","int32_t","ui.tasks[0][GoShopping2]","",""
"ui","4","0x965d510","0x4","int32_t","ui.tasks[0][Clean]","",""
"ui","4","0x965d514","0x4","int32_t","ui.tasks[0][Rest]","",""
"ui","4","0x965d518","0x4","int32_t","ui.tasks[0][PickupEquipment]","",""
"ui","4","0x965d51c","0x4","int32_t","ui.tasks[0][DumpItem]","",""
"ui","4","0x965d520","0x4","int32_t","ui.tasks[0][StrangeMoodCrafter]","",""
"ui","4","0x965d524","0x4","int32_t","ui.tasks[0][StrangeMoodJeweller]","",""
"ui","4","0x965d528","0x4","int32_t","ui.tasks[0][StrangeMoodForge]","",""
"ui","4","0x965d52c","0x4","int32_t","ui.tasks[0][StrangeMoodMagmaForge]","",""
"ui","4","0x965d530","0x4","int32_t","ui.tasks[0][StrangeMoodBrooding]","",""
"ui","4","0x965d534","0x4","int32_t","ui.tasks[0][StrangeMoodFell]","",""
"ui","4","0x965d538","0x4","int32_t","ui.tasks[0][StrangeMoodCarpenter]","",""
"ui","4","0x965d53c","0x4","int32_t","ui.tasks[0][StrangeMoodMason]","",""
"ui","4","0x965d540","0x4","int32_t","ui.tasks[0][StrangeMoodBowyer]","",""
"ui","4","0x965d544","0x4","int32_t","ui.tasks[0][StrangeMoodTanner]","",""
"ui","4","0x965d548","0x4","int32_t","ui.tasks[0][StrangeMoodWeaver]","",""
"ui","4","0x965d54c","0x4","int32_t","ui.tasks[0][StrangeMoodGlassmaker]","",""
"ui","4","0x965d550","0x4","int32_t","ui.tasks[0][StrangeMoodMechanics]","",""
"ui","4","0x965d554","0x4","int32_t","ui.tasks[0][ConstructBuilding]","",""
"ui","4","0x965d558","0x4","int32_t","ui.tasks[0][ConstructDoor]","",""
"ui","4","0x965d55c","0x4","int32_t","ui.tasks[0][ConstructFloodgate]","",""
"ui","4","0x965d560","0x4","int32_t","ui.tasks[0][ConstructBed]","",""
"ui","4","0x965d564","0x4","int32_t","ui.tasks[0][ConstructThrone]","",""
"ui","4","0x965d568","0x4","int32_t","ui.tasks[0][ConstructCoffin]","",""
"ui","4","0x965d56c","0x4","int32_t","ui.tasks[0][ConstructTable]","",""
"ui","4","0x965d570","0x4","int32_t","ui.tasks[0][ConstructChest]","",""
"ui","4","0x965d574","0x4","int32_t","ui.tasks[0][ConstructBin]","",""
"ui","4","0x965d578","0x4","int32_t","ui.tasks[0][ConstructArmorStand]","",""
"ui","4","0x965d57c","0x4","int32_t","ui.tasks[0][ConstructWeaponRack]","",""
"ui","4","0x965d580","0x4","int32_t","ui.tasks[0][ConstructCabinet]","",""
"ui","4","0x965d584","0x4","int32_t","ui.tasks[0][ConstructStatue]","",""
"ui","4","0x965d588","0x4","int32_t","ui.tasks[0][ConstructBlocks]","",""
"ui","4","0x965d58c","0x4","int32_t","ui.tasks[0][MakeRawGlass]","",""
"ui","4","0x965d590","0x4","int32_t","ui.tasks[0][MakeCrafts]","",""
"ui","4","0x965d594","0x4","int32_t","ui.tasks[0][MintCoins]","",""
